t,policy,task_difficulty,chosen_agent,match_score,load,latency_ms,call_cost,success,is_shock,rolling_success,reward_used_for_update
81,linucb_frozen,simple,D,0.85,0.7109738539001125,662.084571157111,0.22,1,0,0.84,0.8519274514788943
82,linucb_frozen,simple,D,0.85,0.9256569914320989,871.2343142263202,0.22,1,0,0.84,0.8349974004629969
83,linucb_frozen,simple,D,0.85,1.0,880.6546892002203,0.22,1,0,0.84,0.834285668505604
84,linucb_frozen,simple,D,0.85,1.0,857.7120503911013,0.22,1,0,0.84,0.8360258002207227
85,linucb_frozen,simple,D,0.85,1.0,732.9579762564401,0.22,1,0,0.84,0.8459249838937495
86,linucb_frozen,simple,D,0.85,1.0,863.4816384363695,0.22,1,0,0.84,0.8355860252152482
87,linucb_frozen,simple,A,0.8,0.4971520893537177,1070.7054182126283,1.0,1,0,0.84,0.7036643981655436
88,linucb_frozen,hard,C,0.75,0.3263187836254397,521.4019086484528,0.35,0,0,0.82,0.0
89,linucb_frozen,hard,E,0.9,0.30678170496991874,682.3673283432553,0.6,0,0,0.8,0.0
90,linucb_frozen,hard,C,0.75,0.5527012660395405,692.4587638308553,0.35,0,0,0.78,0.0
91,linucb_frozen,simple,A,0.8,0.5981398011997299,1283.6410868209684,1.0,1,0,0.78,0.6897725936787985
92,linucb_frozen,simple,D,0.85,0.764404086784,607.5839813988138,0.22,1,0,0.78,0.8567653428908301
93,linucb_frozen,simple,D,0.85,0.9726755963699198,782.3376279265656,0.22,1,0,0.78,0.8419130200279369
94,linucb_frozen,hard,C,0.75,0.6314523847100381,739.7558849487402,0.35,0,0,0.78,0.0
95,linucb_frozen,simple,D,0.85,1.0,743.4020884930144,0.22,1,0,0.78,0.8450654201226727
96,linucb_frozen,simple,D,0.85,1.0,935.4974867388939,0.22,1,0,0.8,0.8302156816927544
97,linucb_frozen,simple,D,0.85,1.0,998.8794284104857,0.22,1,0,0.8,0.8256579023496194
98,linucb_frozen,simple,D,0.85,1.0,793.3020652534808,0.22,1,0,0.8,0.8410395248299308
99,linucb_frozen,simple,D,0.85,1.0,931.3011426019591,0.22,1,0,0.82,0.8305228119719665
100,linucb_frozen,hard,A,0.95,0.4892983163911301,1021.0419439628132,1.0,1,0,0.84,0.7070984993806704
101,linucb_frozen,simple,D,0.85,1.0,885.5530885536843,0.22,1,0,0.84,0.8339170868553228
102,linucb_frozen,simple,D,0.85,1.0,789.5242525067252,0.22,1,0,0.84,0.8413398032385174
103,linucb_frozen,simple,D,0.85,1.0,729.5214511946418,0.22,1,0,0.84,0.8462091517378372
104,linucb_frozen,simple,D,0.85,1.0,721.0062567189829,0.22,1,0,0.84,0.846916174551359
105,linucb_frozen,simple,D,0.85,1.0,842.3649259415922,0.22,1,0,0.84,0.8372028562762961
106,linucb_frozen,hard,A,0.95,0.5272321377885715,1272.1394409023853,1.0,0,0,0.84,0.0
107,linucb_frozen,simple,D,0.85,1.0,723.7931797927608,0.22,1,0,0.84,0.8466843169164749
108,linucb_frozen,simple,D,0.85,1.0,923.5222016978438,0.22,1,0,0.86,0.8310939882346742
109,linucb_frozen,simple,D,0.85,1.0,922.3159306844498,0.22,1,0,0.86,0.8311827749742728
110,linucb_frozen,simple,D,0.85,1.0,811.8145756793577,0.22,1,0,0.86,0.8395782926123372
111,linucb_frozen,simple,D,0.85,1.0,788.4366325517592,0.22,1,0,0.86,0.8414263855300995
112,linucb_frozen,simple,D,0.85,1.0,831.0304739708257,0.22,1,0,0.86,0.8380790572505129
113,linucb_frozen,hard,C,0.75,0.35565592159955384,629.45084341074,0.35,0,0,0.84,0.0
114,linucb_frozen,simple,B,0.95,0.3100317383762322,341.6765967439568,0.1,1,0,0.84,0.9023348202997227
115,linucb_frozen,simple,D,0.85,0.9814719999999999,831.4190207009663,0.22,1,0,0.84,0.8380489224007053
116,linucb_frozen,simple,D,0.85,1.0,861.0604934241649,0.22,1,0,0.84,0.8357703925614219
117,linucb_frozen,simple,D,0.85,1.0,787.6474323423186,0.22,1,0,0.86,0.8414892488794431
118,linucb_frozen,simple,D,0.85,1.0,886.3911540471648,0.22,1,0,0.86,0.8338541285621545
119,linucb_frozen,hard,A,0.95,0.40006371279801334,972.6426719243888,1.0,0,0,0.84,0.0
120,linucb_frozen,simple,D,0.85,1.0,845.2552459074178,0.22,1,0,0.84,0.8369803671819199
121,linucb_frozen,simple,D,0.85,1.0,791.3915249537831,0.22,0,0,0.82,0.0
122,linucb_frozen,simple,D,0.85,1.0,834.3192009409495,0.22,1,0,0.82,0.8378242127222791
123,linucb_frozen,simple,D,0.85,1.0,816.633058244125,0.22,1,0,0.82,0.839200699669824
124,linucb_frozen,hard,C,0.75,0.38716445873431926,536.7451186983045,0.35,1,0,0.82,0.8438906260323609
125,linucb_frozen,simple,B,0.95,0.3759828447238716,335.57772623312667,0.1,1,0,0.82,0.9030759221921751
126,linucb_frozen,hard,E,0.9,0.30270824734652796,786.5665914908252,0.6,0,0,0.8,0.0
127,linucb_frozen,simple,D,0.85,0.8996953599999999,654.2748703535136,0.22,1,0,0.8,0.852608140993031
128,linucb_frozen,simple,D,0.85,1.0,846.2756563508449,0.22,1,0,0.82,0.8369019095950408
129,linucb_frozen,simple,D,0.85,1.0,776.2155953874659,0.22,0,0,0.8,0.0
130,linucb_frozen,simple,A,0.8,0.3980479583425688,951.8983649671754,1.0,1,0,0.8,0.7120218593423454
131,linucb_frozen,hard,C,0.75,0.4582246660664852,686.738468401177,0.35,0,0,0.78,0.0
132,linucb_frozen,simple,B,0.95,0.4536550132923872,380.7436635192128,0.1,0,0,0.76,0.0
133,linucb_frozen,simple,D,0.85,0.8996953599999999,723.0871785940167,0.22,1,0,0.76,0.8467430102992747
134,linucb_frozen,hard,C,0.75,0.6122672796336598,732.8013109890923,0.35,1,0,0.76,0.8264379241059289
135,linucb_frozen,simple,D,0.85,0.9967240867839999,891.3622957404797,0.22,1,0,0.76,0.833481290019677
136,linucb_frozen,hard,C,0.75,0.7741397813483062,817.8863310595284,0.35,0,0,0.74,0.0
137,linucb_frozen,simple,D,0.85,1.0,810.4977876848296,0.22,1,0,0.74,0.839681675499178
138,linucb_frozen,simple,D,0.85,1.0,744.0940539876977,0.22,1,0,0.76,0.8450086844084631
139,linucb_frozen,hard,C,0.75,0.827554585074993,944.6075007323196,0.35,0,0,0.76,0.0
140,linucb_frozen,simple,A,0.8,0.41085674489695523,960.5116416793005,1.0,1,0,0.78,0.7113990157553489
141,linucb_frozen,simple,B,0.95,0.4435720045153274,450.1201482252722,0.1,1,0,0.78,0.8901190063052381
142,linucb_frozen,simple,D,0.85,0.8996953599999999,794.2469346134262,0.22,1,0,0.78,0.8409645339903544
143,linucb_frozen,simple,D,0.85,1.0,911.1530208476167,0.22,1,0,0.78,0.8320071838320559
144,linucb_frozen,simple,D,0.85,1.0,922.0740826543278,0.22,1,0,0.8,0.8312005830163967
145,linucb_frozen,simple,D,0.85,1.0,817.9347265359257,0.22,1,0,0.8,0.8390988876877198
146,linucb_frozen,simple,D,0.85,1.0,805.5834124674254,0.22,0,0,0.78,0.0
147,linucb_frozen,simple,D,0.85,1.0,825.2286648731427,0.22,1,0,0.78,0.8385298739104579
148,linucb_frozen,simple,A,0.8,0.44775827021416315,913.3369245149557,1.0,1,0,0.78,0.7148455014056169
149,linucb_frozen,simple,B,0.95,0.459523807060906,390.89208474798204,0.1,1,0,0.78,0.8965814403252369
150,linucb_frozen,simple,B,0.95,0.7043809502135973,494.8601004341405,0.1,1,0,0.78,0.8855153177183401
151,linucb_frozen,simple,B,0.95,0.9198552361879655,600.2848966664166,0.1,1,0,0.78,0.8754294841970326
152,linucb_frozen,simple,B,0.95,1.0,652.000727774936,0.1,1,0,0.78,0.8708071168789459
153,linucb_frozen,simple,B,0.95,1.0,812.4903181195509,0.1,1,0,0.78,0.8575252716716327
154,linucb_frozen,hard,E,0.9,0.3084438220811815,760.2637910392069,0.6,0,0,0.76,0.0
155,linucb_frozen,simple,D,0.85,0.6596345248055295,603.3396303832242,0.22,1,0,0.76,0.8571510463970434
156,linucb_frozen,simple,A,0.8,0.4610293327362165,1154.2507234033635,1.0,1,0,0.78,0.6980624652428924
157,linucb_frozen,simple,D,0.85,0.8108209760094021,686.3462686506754,0.22,1,0,0.78,0.8498380378577863
158,linucb_frozen,simple,D,0.85,1.0,902.9476202971572,0.22,1,0,0.78,0.8326163982997065
159,linucb_frozen,simple,D,0.85,1.0,885.2788125295658,0.22,0,0,0.76,0.0
160,linucb_frozen,hard,C,0.75,0.35648495204572817,488.83994542082837,0.35,0,0,0.74,0.0
161,linucb_frozen,simple,A,0.8,0.5432998934659086,1460.0559154698294,1.0,1,0,0.74,0.6791166529196112
162,linucb_frozen,simple,B,0.95,0.6164783818288659,497.8977419909206,0.1,1,0,0.74,0.8852104472411144
163,linucb_frozen,simple,B,0.95,0.842500976009402,484.10263794441266,0.1,1,0,0.76,0.8866025774784306
164,linucb_frozen,simple,B,0.95,1.0,681.4506698510849,0.1,1,0,0.76,0.8682566344625028
165,linucb_frozen,hard,C,0.75,0.4881284870534482,658.8546834273509,0.35,0,0,0.74,0.0
166,linucb_frozen,simple,B,0.95,1.0,567.8392014714327,0.1,1,0,0.74,0.8784317869652087
167,linucb_frozen,simple,B,0.95,1.0,749.1275283009742,0.1,1,0,0.74,0.862596770606248
168,linucb_frozen,simple,B,0.95,1.0,677.8252065614028,0.1,1,0,0.74,0.8685675984477342
169,linucb_frozen,hard,A,0.95,0.49538939901350687,1167.0315462008853,1.0,0,0,0.74,0.0
170,linucb_frozen,simple,D,0.85,0.5450808588882738,506.50754108974763,0.22,0,0,0.72,0.0
171,linucb_frozen,simple,B,0.95,0.9814719999999999,716.178387729884,0.1,1,0,0.74,0.8653188914047096
172,linucb_frozen,simple,B,0.95,1.0,709.5852558599049,0.1,1,0,0.74,0.8658710567611796
173,linucb_frozen,simple,B,0.95,1.0,670.3720791923163,0.1,1,0,0.74,0.8692094926868081
174,linucb_frozen,simple,B,0.95,1.0,776.4251255938707,0.1,1,0,0.74,0.8603865877528529
175,linucb_frozen,hard,C,0.75,0.43594426006237813,669.4828126753237,0.35,0,0,0.72,0.0
176,linucb_frozen,hard,C,0.75,0.6836309488548927,776.2807524600794,0.35,0,0,0.72,0.0
177,linucb_frozen,simple,D,0.85,0.5227612450759935,643.4613755174055,0.22,1,0,0.72,0.8535573823012351
178,linucb_frozen,simple,A,0.8,0.45678003537496914,1214.2040303095757,1.0,1,0,0.72,0.6941664971638271
179,linucb_frozen,simple,B,0.95,0.8277319167999999,620.0557798563422,0.1,1,0,0.74,0.8736397036770877
180,linucb_frozen,simple,B,0.95,1.0,746.6484926024526,0.1,1,0,0.74,0.8627994686916253
181,linucb_frozen,simple,B,0.95,1.0,826.4742215953457,0.1,1,0,0.76,0.856432957442792
182,linucb_frozen,simple,B,0.95,1.0,747.2897382080255,0.1,1,0,0.78,0.8627470050912432
183,linucb_frozen,hard,C,0.75,0.5793832857202076,778.1660442541674,0.35,0,0,0.76,0.0
184,linucb_frozen,simple,D,0.85,0.5136397635905136,579.4689971929774,0.22,1,0,0.76,0.8593460175197426
185,linucb_frozen,simple,A,0.8,0.48667485336673866,1231.3427641138808,1.0,1,0,0.76,0.6930705404257135
186,linucb_frozen,simple,B,0.95,0.8996953599999999,643.0011039349101,0.1,1,0,0.78,0.8715979626342709
187,linucb_frozen,simple,B,0.95,1.0,697.5384366279015,0.1,1,0,0.78,0.866886627630238
188,linucb_frozen,hard,C,0.75,0.6057590519350071,708.4149118776098,0.35,1,0,0.78,0.8284693390863002
189,linucb_frozen,simple,B,0.95,1.0,609.6703338495245,0.1,1,0,0.8,0.8745762404326384
190,linucb_frozen,simple,B,0.95,1.0,834.2766798599229,0.1,1,0,0.8,0.8558275044864486
191,linucb_frozen,simple,B,0.95,1.0,686.4386203194156,0.1,1,0,0.8,0.8678301557294356
192,linucb_frozen,simple,D,0.85,0.48472259230009895,542.4605849404827,0.22,1,0,0.8,0.8628404507555373
193,linucb_frozen,simple,B,0.95,1.0,572.9610510248083,0.1,1,0,0.8,0.8779522488769793
194,linucb_frozen,simple,B,0.95,1.0,605.735173288232,0.1,0,0,0.78,0.0
195,linucb_frozen,simple,A,0.8,0.4355394216618694,1018.310473629611,1.0,1,0,0.78,0.7072897709601998
196,linucb_frozen,simple,D,0.85,0.590685889489541,623.4266863635439,0.22,1,0,0.8,0.8553374112458837
197,linucb_frozen,hard,E,0.9,0.3012645353615885,788.9985514087969,0.6,0,0,0.78,0.0
198,linucb_frozen,simple,B,0.95,0.8996953599999999,598.2309021949249,0.1,1,0,0.78,0.8756171035129418
199,linucb_frozen,simple,B,0.95,1.0,575.976860969601,0.1,1,0,0.78,0.8776708929535327
200,linucb_frozen,simple,B,0.95,1.0,731.993120281573,0.1,1,0,0.78,0.8640047008944914
201,linucb_frozen,simple,B,0.95,1.0,736.5727632241895,0.1,1,0,0.78,0.8636267934654284
202,linucb_frozen,simple,B,0.95,1.0,679.1519511026415,0.1,1,0,0.78,0.8684537043829671
203,linucb_frozen,hard,A,0.95,0.45663501294344155,1084.7718887044819,1.0,0,0,0.76,0.0
204,linucb_frozen,simple,D,0.85,0.5124310391759026,554.039128489163,0.22,1,0,0.78,0.8617347038678783
205,linucb_frozen,simple,B,0.95,0.9814719999999999,581.0376685726281,0.1,1,0,0.78,0.8772004018029168
206,linucb_frozen,simple,B,0.95,1.0,782.3198192960538,0.1,1,0,0.78,0.859914443735813
207,linucb_frozen,hard,C,0.75,0.3533913231132958,608.9506266773585,0.35,0,0,0.76,0.0
208,linucb_frozen,simple,D,0.85,0.6073025165137671,602.790307442489,0.22,1,0,0.76,0.8572010649011121
209,linucb_frozen,simple,B,0.95,0.9814719999999999,537.9414253454137,0.1,1,0,0.78,0.8812752271301196
210,linucb_frozen,simple,B,0.95,1.0,704.1106411078026,0.1,1,0,0.8,0.8663315002953351
211,linucb_frozen,simple,B,0.95,1.0,737.1376138195699,0.1,1,0,0.8,0.8635802640573148
212,linucb_frozen,simple,B,0.95,1.0,810.2704044804381,0.1,1,0,0.8,0.8576995361767729
213,linucb_frozen,simple,B,0.95,1.0,698.9803611506275,0.1,1,0,0.8,0.8667646109533506
214,linucb_frozen,simple,D,0.85,0.582033770583201,527.3341525158731,0.22,1,0,0.8,0.864302955006887
215,linucb_frozen,simple,B,0.95,1.0,703.2626020293992,0.1,1,0,0.82,0.8664029846893776
216,linucb_frozen,simple,B,0.95,1.0,751.4700453338081,0.1,1,0,0.82,0.8624055429202602
217,linucb_frozen,simple,B,0.95,1.0,735.5534563150513,0.1,1,0,0.82,0.8637108037527619
218,linucb_frozen,hard,A,0.95,0.36711340767802536,1020.8875624705438,1.0,0,0,0.8,0.0
219,linucb_frozen,simple,D,0.85,0.6071577973922042,579.8896357733291,0.22,1,0,0.82,0.8593069514060142
220,linucb_frozen,simple,B,0.95,0.9814719999999999,610.9021512607189,0.1,1,0,0.84,0.8744647430671354
221,linucb_frozen,simple,B,0.95,1.0,723.6578563726389,0.1,1,0,0.84,0.8646955648055618
222,linucb_frozen,simple,B,0.95,1.0,802.868604768766,0.1,1,0,0.84,0.85828231340742
223,linucb_frozen,simple,B,0.95,1.0,788.7429045836781,0.1,0,0,0.82,0.0
224,linucb_frozen,hard,C,0.75,0.3402217820661206,525.3378763275687,0.35,0,0,0.8,0.0
225,linucb_frozen,simple,D,0.85,0.5819665624317115,541.4878810431298,0.22,1,0,0.82,0.8629338786114203
226,linucb_frozen,simple,D,0.85,0.8121305749399061,662.0869622947731,0.22,1,0,0.84,0.851927243685156
227,linucb_frozen,simple,D,0.85,1.0,827.716442663267,0.22,1,0,0.84,0.8383363732313388
228,linucb_frozen,hard,C,0.75,0.5040294240759837,593.4277423632612,0.35,0,0,0.82,0.0
229,linucb_frozen,simple,D,0.85,1.0,879.9969375137531,0.22,1,0,0.82,0.8343352392295713
230,linucb_frozen,hard,C,0.75,0.6903203860044418,816.7142675596344,0.35,0,0,0.8,0.0
231,linucb_frozen,hard,C,0.75,0.9074819396839087,857.0478786373294,0.35,0,0,0.78,0.0
232,linucb_frozen,simple,B,0.95,0.6164783818288659,499.94387458661237,0.1,1,0,0.78,0.8850056126988507
233,linucb_frozen,simple,A,0.8,0.35395607234484255,980.2229621050733,1.0,1,0,0.8,0.7099840750410816
234,linucb_frozen,simple,B,0.95,0.7774008588882738,484.6401925945555,0.1,1,0,0.8,0.8865479616671594
235,linucb_frozen,hard,C,0.75,0.84421270851224,963.9074706956981,0.35,1,0,0.8,0.8086542243569723
236,linucb_frozen,simple,D,0.85,0.70867559636992,620.1316449396331,0.22,1,0,0.8,0.8556328913063077
237,linucb_frozen,simple,B,0.95,0.8297769181083097,531.3882384738107,0.1,1,0,0.8,0.8819089491300228
238,linucb_frozen,simple,B,0.95,1.0,729.3146940720868,0.1,1,0,0.8,0.8642262699034192
239,linucb_frozen,simple,B,0.95,1.0,767.7554799043692,0.1,1,0,0.8,0.8610842641223989
240,linucb_frozen,simple,B,0.95,1.0,658.7680091249032,0.1,1,0,0.8,0.8702160281986284
241,linucb_frozen,simple,B,0.95,1.0,772.0438056145235,0.1,1,0,0.8,0.860738678132371
242,linucb_frozen,simple,D,0.85,0.6291118431582793,535.4706428785357,0.22,1,0,0.8,0.8635137069097036
243,linucb_frozen,simple,B,0.95,1.0,614.1458132983478,0.1,1,0,0.8,0.8741716811190977
244,linucb_frozen,simple,B,0.95,1.0,863.6239249711358,0.1,1,0,0.82,0.853575198309365
245,linucb_frozen,simple,B,0.95,1.0,672.5614323134588,0.1,1,0,0.82,0.8690205680033344
246,linucb_frozen,simple,D,0.85,0.6772754532630678,571.8509106574473,0.22,1,0,0.82,0.8600560043146462
247,linucb_frozen,simple,A,0.8,0.35911623643621426,934.3306246443879,1.0,1,0,0.84,0.7133010150261248
248,linucb_frozen,simple,D,0.85,0.8244821110069196,609.9630394204281,0.22,1,0,0.84,0.8565497361324629
249,linucb_frozen,simple,D,0.85,1.0,749.3283661908671,0.22,1,0,0.84,0.8445803638143891
250,linucb_frozen,simple,D,0.85,1.0,938.7578522152581,0.22,1,0,0.84,0.8299775308779426
251,linucb_frozen,simple,D,0.85,1.0,951.9358815658205,0.22,0,0,0.82,0.0
252,linucb_frozen,hard,E,0.9,0.30026637592947014,791.2551616632298,0.6,0,0,0.8,0.0
253,linucb_frozen,simple,B,0.95,0.6596345248055295,535.474618531487,0.1,1,0,0.82,0.8815133227384813
254,linucb_frozen,simple,B,0.95,0.880478381828866,593.8649781915267,0.1,1,0,0.82,0.876016975799758
255,linucb_frozen,simple,B,0.95,1.0,678.2470469389294,0.1,1,0,0.82,0.8685313735859369
